Tipo de Identificación,Fecha de Nacimiento,Tipo de sexo,Estrato Social,Cabeza de Familia,Posee alguna discapacidad,Población a la que pertenece,Grado de Escolaridad,Tipo de Formación artística,Sub area,Es su principal actividad,Año de inicio de actividad,Area en la que se desempeña,id_artista,Año registro,Municipio,Longitud,Latitud,Provincia,Hace parte de alguna organización,Empresa de pensión,Eps,regimen
Cedula de Ciudadanía,1985,Femenino,2,Si,No,Ninguno,Tecnológica,"Autodidacta, Talleres, Cursos",Artista Creador,NO,2021,Opción 10,a135afb1-e968-4525-807d-134211bfe7b5,2021,Sutamarchán,"-73,620536","5,619781",Ricaurte,Sí,Sin pensión,Nueva EPS,Contributivo
Cedula de Ciudadanía,1984,Femenino,2,Si,No,Ninguno,Técnica,"Autodidacta, Talleres, Cursos, Clases particulares",Artista Creador,SI,2015,Cinematografía,c85842b4-41c6-4023-9148-f151dd39d168,2021,Paipa,"-73,11782","5,779894",Tundama,Sí,Sin pensión,Otra / No clasificada,Contributivo
Cedula de Ciudadanía,1981,Masculino,2,Si,No,Ninguno,Universitaria,"Autodidacta, Clases particulares",Artista Creador,SI,2001,Música,812bb43a-affb-48ae-a851-ba70be7a40be,2021,Sogamoso,"-72,924355","5,723976",Sugamuxi,Sí,Porvenir,Otra / No clasificada,Contributivo
Cedula de Ciudadanía,1993,Masculino,1,Si,No,Ninguno,Universitaria,Universidad,Artista Formador,SI,2012,Danza,08c0fc19-db84-456b-b8aa-47e101a6c1a6,2021,Mongua,"-72,79809","5,754242",Sugamuxi,No,Positiva,Capresoca,Contributivo
Cedula de Ciudadanía,1974,Femenino,1,Si,No,Ninguno,Secundaria,Talleres,Gestor Cultural,NO,2013,Gestor Cultural,a28b0933-7c92-4558-a33b-bfcbd51f9c23,2021,Boyacá,"-73,361945","5,454578",Márquez,Sí,Sin pensión,Otra / No clasificada,Contributivo
Cedula de Ciudadanía,1980,Masculino,3,Si,No,Ninguno,Secundaria,Autodidacta,Artista Creador,SI,2003,Artes plásticas,2442af84-f40b-4ebe-a432-0993b1085850,2021,Tunja,"-73,355539","5,53988",Centro,No,Porvenir,Sanitas,Contributivo
Cedula de Ciudadanía,1970,Masculino,2,Si,No,Mestizos,Universitaria,Talleres,Artista Creador,SI,1997,Literatura,847d148b-6d9e-4813-ab44-434a6dbefbd3,2021,El Cocuy,"-72,444537","6,407738",Gutiérrez,No,Colpensiones,Medimás,Contributivo
Cedula de Ciudadanía,1992,Masculino,2,No,No,Ninguno,Universitaria,Universidad,Artista Creador,SI,2015,Cinematografía,4a660f7b-6ed8-465a-b77b-d05c27fa689c,2021,Duitama,"-73,03063","5,822964",Tundama,No,Colfondos,Otra / No clasificada,Subsidiado
Cedula de Ciudadanía,1997,Masculino,2,No,Sí,Ninguno,Universitaria,"Autodidacta, Talleres, Cursos, Clases particulares, Universidad",Interprete,NO,2008,Música,9936b6dd-ba59-4b98-bb4d-217a4eb6547d,2021,Duitama,"-73,03063","5,822964",Tundama,Sí,Sin pensión,Régimen Especial - Fuerza Pública,Especial
Cedula de Ciudadanía,1989,Masculino,2,Si,No,Ninguno,Técnica,"Talleres, Cursos, Universidad",Artista Creador,SI,2011,Cinematografía,df10d967-b409-4c74-8a3a-e6e19b7ae9fd,2021,Tunja,"-73,355539","5,53988",Centro,No,Porvenir,Cajacopi,Contributivo
Cedula de Ciudadanía,1999,Femenino,2,Si,No,Ninguno,Universitaria,Universidad,Gestor Cultural,SI,2015,Música,52df0547-bec0-49a8-93d3-e4f6785d585b,2021,Macanal,"-73,319593","4,972464",Neira,Sí,Sin pensión,Otra / No clasificada,Contributivo
Cedula de Ciudadanía,1988,Femenino,2,Si,No,Ninguno,Universitaria,"Autodidacta, Talleres, Cursos",Artista Creador,SI,2001,Literatura,f8ad122d-aa9a-47ea-86ad-d131e308cb8b,2021,Duitama,"-73,03063","5,822964",Tundama,Sí,Sura,Nueva EPS,Contributivo
Cedula de Ciudadanía,1990,Masculino,2,No,No,Ninguno,Universitaria,Universidad,Artista Creador,SI,2012,Artes plásticas,cf306751-a066-4e04-b08d-b017a4c73ad7,2021,Paipa,"-73,11782","5,779894",Tundama,No,Otro,Nueva EPS,Contributivo
Cedula de Ciudadanía,1985,Femenino,3,No,No,Mestizos,Doctorado,"Autodidacta, Talleres, Cursos, Clases particulares, Universidad",Artista Creador,NO,2010,Artes plásticas,b4656be3-f5bc-408b-a47d-2d54aedd6e8f,2021,Soracá,"-73,332804","5,500898",Centro,No,Colpensiones,Sanitas,Contributivo
Cedula de Ciudadanía,1995,Masculino,3,No,No,Ninguno,Universitaria,Universidad,Artista Creador,SI,2018,Cinematografía,636de4f9-03fe-422f-9006-8437bc03e746,2021,Tunja,"-73,355539","5,53988",Centro,No,Colpensiones,Salud Total,Contributivo
Cedula de Ciudadanía,1984,Femenino,3,Si,No,Ninguno,Universitaria,"Autodidacta, Talleres, Cursos, Clases particulares",Artista Creador,NO,2015,Artes plásticas,bc74966c-bab7-47ff-8302-632d7b7472bd,2021,Tunja,"-73,355539","5,53988",Centro,No,Colpensiones,Nueva EPS,Contributivo
Cedula de Ciudadanía,1995,Masculino,3,No,No,Ninguno,Universitaria,"Talleres, Cursos, Clases particulares, Universidad",Artista Creador,SI,2014,Música,5ce90516-b59b-4cfc-8a15-98486d428897,2021,Tunja,"-73,355539","5,53988",Centro,No,Porvenir,Compensar,Contributivo
Cedula de Ciudadanía,1994,Masculino,2,Si,No,Ninguno,Secundaria,"Autodidacta, Talleres, Cursos",Artista Creador,SI,2013,Teatro,85c80613-c37d-4c38-a75e-c69e35aae3a1,2021,Villa De Leyva,"-73,524948","5,632455",Ricaurte,No,Porvenir,Otra / No clasificada,Contributivo
Cedula de Ciudadanía,1994,Masculino,2,No,No,Ninguno,Universitaria,"Talleres, Cursos, Universidad",Artista Formador,SI,2008,Música,956c9ef9-0201-409f-afe4-5acc12197baf,2021,Duitama,"-73,03063","5,822964",Tundama,No,Otro,Compensar,Contributivo
Cedula de Ciudadanía,1973,Femenino,3,Si,No,Ninguno,Tecnológica,Universidad,Artista Creador,SI,1998,Cinematografía,55d385fd-9eae-447c-9cfc-bf0465633942,2021,Tunja,"-73,355539","5,53988",Centro,Sí,Porvenir,Medimás,Contributivo
Cedula de Ciudadanía,1953,Masculino,3,Si,No,Ninguno,Universitaria,Autodidacta,Artista Creador,SI,1972,Literatura,a9130adc-4a80-46b2-bbf8-af79cd79fade,2021,Tunja,"-73,355539","5,53988",Centro,No,Colpensiones,Medimás,Contributivo
Cedula de Ciudadanía,1944,Femenino,2,Si,No,Ninguno,Primaria,Autodidacta,Gestor Cultural,SI,1956,Gestor Cultural,bc095ff8-4c3e-4cc9-94ab-5310befecc23,2021,Guacamayas,"-72,500812","6,459667",Gutiérrez,Sí,Colpensiones,Cajacopi,Contributivo
Cedula de Ciudadanía,1989,Masculino,3,Si,No,Indígenas,Magister,"Talleres, Cursos, Clases particulares, Universidad",Artista Creador,SI,2008,Música,347fd496-d5af-4bd3-83c6-f04e30988f58,2021,Tunja,"-73,355539","5,53988",Centro,No,Fiduprevisora,Otra / No clasificada,Contributivo
Cedula de Ciudadanía,1966,Masculino,3,Si,No,Ninguno,Universitaria,Universidad,Artista Creador,SI,1984,Artes plásticas,0dd73690-60e7-488b-8840-a0de22359c2f,2021,Duitama,"-73,03063","5,822964",Tundama,No,Porvenir,Compensar,Contributivo
Cedula de Ciudadanía,2000,Femenino,2,No,No,Afrocolombianos,Tecnológica,"Autodidacta, Talleres, Cursos",Interprete,SI,2010,Música,5944125d-658d-40e6-a687-d892ed2e4b6d,2021,Sogamoso,"-72,924355","5,723976",Sugamuxi,Sí,Colpensiones,Nueva EPS,Contributivo
Cedula de Ciudadanía,1981,Masculino,3,No,No,Ninguno,Universitaria,Universidad,Artista Formador,NO,1999,Música,cfe5969a-4d77-4a24-b7e1-52d4179b7fb8,2021,Tibasosa,"-72,999449","5,74723",Sugamuxi,No,Colpensiones,Famisanar,Subsidiado
Cedula de Ciudadanía,1984,Masculino,2,Si,No,Mestizos,Universitaria,"Autodidacta, Talleres, Cursos, Universidad",Artista Formador,NO,2017,Literatura,b487cfcb-e0c4-46e9-8d24-b518ddeb33db,2021,Tunja,"-73,355539","5,53988",Centro,No,Porvenir,Asmet Salud,Contributivo
Cedula de Ciudadanía,1996,Masculino,2,Si,No,Ninguno,Tecnológica,Talleres,Gestor Cultural,NO,2020,Emprendimiento Cultural,f06edc31-fbf9-4297-be0a-19a9629cc5eb,2021,Duitama,"-73,03063","5,822964",Tundama,Sí,Colpensiones,Nueva EPS,Contributivo
Cedula de Ciudadanía,1988,Masculino,2,Si,No,Ninguno,Universitaria,Autodidacta,Artista Creador,SI,2004,Literatura,5f22b9af-5ec3-42a3-ad2f-f34155643fd3,2021,Tunja,"-73,355539","5,53988",Centro,No,Protección,Otra / No clasificada,Contributivo
Cedula de Ciudadanía,1994,Masculino,2,No,No,Ninguno,Universitaria,"Autodidacta, Talleres, Cursos, Clases particulares, Universidad",Artista formador y artista formador,SI,2015,Música,810a6785-6fdf-4a07-81a5-08b3eef2197e,2021,Tunja,"-73,355539","5,53988",Centro,No,Colpensiones,Medimás,Contributivo
Cedula de Ciudadanía,1993,Masculino,2,No,No,Ninguno,Especialista,Universidad,Artista Formador,SI,2001,Música,6ebf70f5-c01b-4249-af8f-4235b08225f7,2021,Tunja,"-73,355539","5,53988",Centro,Sí,Sin pensión,Medimás,Contributivo
Cedula de Ciudadanía,1992,Masculino,1,No,No,Ninguno,Universitaria,Universidad,Artista Creador,SI,2002,Música,82742fff-8c4a-48f2-92a4-7d2f0c36d220,2021,Duitama,"-73,03063","5,822964",Tundama,Sí,Protección,Nueva EPS,Contributivo
Cedula de Ciudadanía,1986,Femenino,2,Si,No,Ninguno,Universitaria,"Autodidacta, Talleres, Cursos, Clases particulares, Universidad",Interprete,SI,1997,Música,d8e630e0-4a05-4fdd-b477-b9cbb4f65b5c,2021,Sogamoso,"-72,924355","5,723976",Sugamuxi,No,Sin pensión,Coosalud,Contributivo
Cedula de Ciudadanía,1971,Masculino,4,Si,No,Ninguno,Universitaria,Universidad,Productor,SI,2000,Cinematografía,ff1a8632-43ab-4be8-bfaf-fc5c1147c5d3,2021,Tunja,"-73,355539","5,53988",Centro,Sí,Porvenir,Sanitas,Contributivo
Cedula de Ciudadanía,1958,Masculino,2,No,No,Ninguno,Técnica,Autodidacta,Artista Creador,SI,1980,Artes plásticas,9c5c6709-78b5-46d2-a74c-10aaf413cfe2,2021,Duitama,"-73,03063","5,822964",Tundama,No,Sin pensión,Otra / No clasificada,Contributivo
Cedula de Ciudadanía,1988,Masculino,3,No,No,Mestizos,Especialista,"Autodidacta, Talleres, Cursos, Clases particulares",Artista Creador,NO,2016,Música,f8f4aa72-0b15-4e35-b519-9e016c46b381,2021,Sogamoso,"-72,924355","5,723976",Sugamuxi,No,Porvenir,Nueva EPS,Contributivo
Cedula de Ciudadanía,1972,Masculino,2,No,No,Ninguno,Técnica,Autodidacta,Artista Creador,NO,1990,Música,1dc5a0ea-32af-4416-91fe-673c2c43e670,2021,Garagoa,"-73,364413","5,083234",Neira,No,Otro,No afiliado,Sin afiliación
Cedula de Ciudadanía,1965,Masculino,3,No,No,Ninguno,Universitaria,Universidad,Gestor Cultural,SI,1989,Gestor Cultural,9735ba31-ac03-4a6e-8cc1-f66e2b5fafed,2021,Sogamoso,"-72,924355","5,723976",Sugamuxi,Sí,BBVA,Coosalud,Contributivo
Cedula de Ciudadanía,1985,Masculino,2,Si,No,Ninguno,Universitaria,"Talleres, Cursos, Clases particulares, Universidad",Artista Creador,SI,2001,Música,3fdd9b45-e2cd-4bec-b66d-dda005737d47,2021,Tunja,"-73,355539","5,53988",Centro,Sí,Sin pensión,Sanitas,Contributivo
Cedula de Ciudadanía,1996,Masculino,2,Si,No,Ninguno,Universitaria,"Autodidacta, Talleres, Cursos, Clases particulares, Universidad",Artista Formador,SI,2016,Artes plásticas,9f176cc9-a1d8-48a5-b645-c63607cc71f5,2021,Tunja,"-73,355539","5,53988",Centro,No,Sin pensión,Nueva EPS,Contributivo
Cedula de Ciudadanía,1960,Masculino,2,Si,No,Ninguno,Secundaria,Autodidacta,Interprete,SI,1980,Música,24c70d2c-f52c-4405-aa2f-918165c6ede2,2021,Nobsa,"-72,937042","5,768046",Sugamuxi,Sí,Otro,Famisanar,Contributivo
Cedula de Ciudadanía,1990,Masculino,3,No,No,Mestizos,Universitaria,"Talleres, Cursos, Clases particulares, Universidad",Artista Creador,SI,2016,Literatura,102113e4-4ce4-413f-8951-73341543b228,2021,Tunja,"-73,355539","5,53988",Centro,No,Porvenir,Famisanar,Contributivo
Cedula de Ciudadanía,1971,Masculino,2,No,No,Ninguno,Universitaria,Universidad,Artista Creador,NO,2016,Literatura,bb411504-971d-458f-a4fe-dd4e6a48662d,2021,Duitama,"-73,03063","5,822964",Tundama,No,Colpensiones,Nueva EPS,Contributivo
Cedula de Ciudadanía,1965,Masculino,3,Si,No,Afrocolombianos,Universitaria,"Autodidacta, Cursos, Universidad",Artista Formador,NO,2000,Música,62b0f694-3407-42fb-840e-72fa8932b226,2021,Miraflores,"-73,14563","5,196515",Lengupá,No,Protección,Compensar,Contributivo
Cedula de Ciudadanía,1968,Femenino,2,Si,No,Ninguno,Secundaria,"Autodidacta, Talleres, Cursos",Artista Formador,SI,1994,Gestor Cultural,c5fdfd85-4345-4132-aa4f-aa4dd2583419,2021,Briceño,"-73,92326","5,690879",Occidente,No,Colpensiones,Nueva EPS,Contributivo
Cedula de Ciudadanía,1989,Femenino,2,Si,Sí,Mestizos,Técnica,"Autodidacta, Talleres, Cursos, Clases particulares",Artista Creador,SI,2002,Artes plásticas,1c18b50d-ed53-4071-b2d8-44be0817941e,2021,Duitama,"-73,03063","5,822964",Tundama,No,Colpensiones,Otra / No clasificada,Contributivo
Cedula de Ciudadanía,1998,Femenino,2,No,No,Ninguno,Técnica,Autodidacta,Gestor Cultural,NO,2019,Gestor Cultural,9885b508-66d0-45d7-8dd7-9a9775270ca5,2021,Boyacá,"-73,361945","5,454578",Márquez,Sí,Porvenir,Medimás,Contributivo
Cedula de Ciudadanía,1991,Masculino,3,No,No,Ninguno,Universitaria,"Autodidacta, Cursos, Universidad",Artista Creador,SI,2012,Cinematografía,7f0f7ee9-73f9-464c-86d5-7f6885a6ba1f,2021,Tunja,"-73,355539","5,53988",Centro,Sí,Porvenir,Compensar,Contributivo
Cedula de Ciudadanía,1993,Masculino,3,No,No,Ninguno,Universitaria,Universidad,Artista Creador,SI,2016,Música,8145dcc7-0d45-4b35-a3af-f5fc40357ea5,2021,Tunja,"-73,355539","5,53988",Centro,No,Porvenir,Famisanar,Contributivo
Cedula de Ciudadanía,1972,Masculino,2,No,No,Ninguno,Universitaria,Universidad,Artista Creador,SI,1995,Artes plásticas,5b1e350e-00c9-481e-974f-cdd45fcf1871,2021,Duitama,"-73,03063","5,822964",Tundama,Sí,Old Mutual,Compensar,Contributivo
Cedula de Ciudadanía,1988,Femenino,2,No,No,Ninguno,Universitaria,Cursos,Artista Creador,SI,2011,Artes plásticas,9730ef5c-7f8a-4ec0-98b7-61b743dee552,2021,Duitama,"-73,03063","5,822964",Tundama,Sí,Positiva,Famisanar,Contributivo
Cedula de Ciudadanía,1990,Masculino,1,No,No,Ninguno,Secundaria,"Talleres, Cursos",Artista Formador,SI,2012,Danza,dc29a49f-dd35-400c-aefe-5a5402cae736,2021,Otanche,"-74,180965","5,657536",Occidente,No,Protección,Nueva EPS,Contributivo
Cedula de Ciudadanía,1996,Femenino,2,Si,No,Ninguno,Universitaria,"Autodidacta, Talleres, Cursos, Universidad",Artista Formador,SI,2014,Artes plásticas,f69e02e6-bbf3-4e9b-808c-ab9a383f5e7f,2021,Tunja,"-73,355539","5,53988",Centro,No,Sin pensión,Medimás,Contributivo
Cedula de Ciudadanía,1988,Masculino,2,No,No,Ninguno,Universitaria,Universidad,Interprete,SI,1999,Música,b9d2703e-b7b1-4c15-b8d7-237ab195b7b0,2021,Duitama,"-73,03063","5,822964",Tundama,Sí,Porvenir,Sanitas,Contributivo
Cedula de Ciudadanía,1999,Femenino,3,No,No,Ninguno,Universitaria,"Autodidacta, Talleres, Cursos, Clases particulares, Universidad",Interprete,SI,2009,Música,686b451e-fcb4-4f5e-8ed9-d91217d8c12f,2021,Tunja,"-73,355539","5,53988",Centro,Sí,Porvenir,Medimás,Contributivo
Cedula de Ciudadanía,1979,Masculino,5,No,No,Ninguno,Magister,Universidad,Interprete,SI,1995,Música,78c0188f-ec1f-4854-ad8a-6ecece4d7b48,2021,Tunja,"-73,355539","5,53988",Centro,Sí,Colpensiones,Sanitas,Contributivo
Cedula de Ciudadanía,1990,Femenino,3,No,No,Ninguno,Universitaria,Autodidacta,Artista Creador,NO,2008,Artes plásticas,ea39cd4a-32cd-43c8-8081-71fa63f4ffc0,2021,Duitama,"-73,03063","5,822964",Tundama,No,Porvenir,Otra / No clasificada,Contributivo
Cedula de Ciudadanía,1973,Femenino,2,No,No,Ninguno,Técnica,Talleres,Gestor Cultural,SI,2005,Gestor Cultural,c69eac89-e4da-48c9-8bca-4ceec092bc80,2021,Nobsa,"-72,937042","5,768046",Sugamuxi,Sí,Sin pensión,Nueva EPS,Contributivo
Cedula de Ciudadanía,1976,Femenino,2,Si,No,Ninguno,Tecnológica,Autodidacta,Artista Creador,SI,2017,Artes plásticas,46889438-2741-4f32-83fc-8c0e3a27b6a1,2021,Duitama,"-73,03063","5,822964",Tundama,No,Sin pensión,Sanitas,Contributivo
Cedula de Ciudadanía,1984,Femenino,2,No,Sí,Ninguno,Universitaria,Universidad,Artista Creador,NO,2009,Literatura,73097f4c-f2c7-4211-9653-ba706ad965e2,2021,Sogamoso,"-72,924355","5,723976",Sugamuxi,No,Otro,Emdisalud,Contributivo
Cedula de Ciudadanía,1953,Masculino,2,Si,No,Ninguno,Secundaria,"Autodidacta, Talleres, Cursos, Clases particulares",Artista Creador,SI,2007,Cinematografía,943b75f4-98d7-4d7a-b3a2-e2d712f91335,2021,Tunja,"-73,355539","5,53988",Centro,Sí,Colpensiones,Coosalud,Contributivo
Cedula de Ciudadanía,2001,Masculino,2,No,No,Ninguno,Secundaria,Universidad,Interprete,SI,2012,Música,96c4a763-f725-45c7-9608-443e9eba3eee,2021,Tunja,"-73,355539","5,53988",Centro,Sí,Sin pensión,Sanitas,Contributivo
Cedula de Ciudadanía,1997,Masculino,2,No,No,Afrocolombianos,Especialista,"Autodidacta, Talleres, Cursos, Clases particulares, Universidad",Artista Creador,SI,2015,Artes plásticas,0496eef3-5718-48dd-8cc2-555eec7fe520,2021,Tibasosa,"-72,999449","5,74723",Sugamuxi,No,Sin pensión,Otra / No clasificada,Contributivo
Cedula de Ciudadanía,1949,Masculino,3,Si,No,Ninguno,Universitaria,Universidad,Artista Creador,SI,1970,Literatura,3998b875-406a-4b98-8f87-5496eae7191c,2021,Tunja,"-73,355539","5,53988",Centro,No,Sin pensión,Otra / No clasificada,Contributivo
Cedula de Ciudadanía,1998,Masculino,5,No,No,Ninguno,Secundaria,Cursos,Artista Creador,SI,2015,Opción 10,438bf816-c281-47d0-88ef-b77a04116a54,2021,Tunja,"-73,355539","5,53988",Centro,No,Sin pensión,Sanitas,Contributivo
Cedula de Ciudadanía,1980,Masculino,2,No,No,Ninguno,Magister,Universidad,Gestor Cultural,NO,2020,Música,cf1f8e93-4d97-487e-be0a-c6f6e93736f1,2021,Paipa,"-73,11782","5,779894",Tundama,Sí,Colpensiones,Sanitas,Contributivo
Cedula de Ciudadanía,1997,Masculino,3,No,No,Ninguno,Universitaria,Universidad,Interprete,SI,2014,Música,abe97ea2-8c89-4961-804d-c9b18977a432,2021,Boyacá,"-73,361945","5,454578",Márquez,No,Sin pensión,Sanitas,Contributivo
Cedula de Ciudadanía,1988,Femenino,3,No,No,Ninguno,Universitaria,Universidad,Artista Creador,NO,2010,Música,43b909ca-6ebe-45d9-b9b9-7b14236c77ef,2021,Tunja,"-73,355539","5,53988",Centro,Sí,Colpensiones,Nueva EPS,Contributivo
Cedula de Ciudadanía,1975,Masculino,3,Si,No,Ninguno,Magister,"Cursos, Clases particulares, Universidad",DIRECTOR DE AGRUPACIONES SINFÓNICAS MUSICALES Y GESTOR CULTURAL,SI,1994,Música,4d2bc60e-22f7-406a-a58e-6db30f56bbb2,2021,Paipa,"-73,11782","5,779894",Tundama,No,Otro,Régimen Especial - Fuerza Pública,Especial
Cedula de Ciudadanía,1978,Masculino,1,Si,No,Ninguno,Primaria,"Autodidacta, Talleres",Artista Creador,NO,1980,Artes plásticas,9f64fb37-e24e-4c0b-ae8f-fa269665c711,2021,Boyacá,"-73,361945","5,454578",Márquez,Sí,Colpensiones,No afiliado,Sin afiliación
Cedula de Ciudadanía,1983,Masculino,3,Si,No,Ninguno,Técnica,Universidad,idependiente diseño,SI,2012,Opción 10,52ab558b-b70c-492c-8104-fc7fe38f2ec2,2021,Tunja,"-73,355539","5,53988",Centro,No,Colpensiones,Compensar,Contributivo
Cedula de Ciudadanía,1959,Masculino,3,Si,No,Ninguno,Secundaria,Autodidacta,Interprete,SI,1978,Música,9690b64f-c43f-4d65-b453-b50f1ae88eb8,2021,Duitama,"-73,03063","5,822964",Tundama,Sí,Colfondos,Sanitas,Contributivo
Cedula de Ciudadanía,1998,Masculino,3,No,No,Ninguno,Tecnológica,"Autodidacta, Cursos, Clases particulares",Artista Creador,NO,2020,Artes plásticas,a9821920-1388-4477-9b44-bcaa30943ccf,2021,Duitama,"-73,03063","5,822964",Tundama,No,Sin pensión,Sanitas,Contributivo
Cedula de Ciudadanía,1995,Femenino,5,No,No,Ninguno,Universitaria,"Autodidacta, Talleres, Cursos, Clases particulares",Artista creador e intérprete,NO,2000,Música,6149c17a-c045-4a62-9cae-2a4a4a948b12,2021,Tunja,"-73,355539","5,53988",Centro,Sí,Porvenir,Sanitas,Contributivo
Cedula de Ciudadanía,1963,Masculino,2,Si,No,Ninguno,Secundaria,"Talleres, Cursos, Clases particulares",Artista Creador,SI,1986,Artes plásticas,c2c3f7eb-7c46-464f-a7b2-6f7c38ae3ca3,2021,Sogamoso,"-72,924355","5,723976",Sugamuxi,No,Porvenir,Nueva EPS,Contributivo
Cedula de Ciudadanía,1967,Masculino,3,Si,No,Ninguno,Secundaria,"Autodidacta, Cursos, Clases particulares",Artista Creador,SI,1994,Música,70ba6c78-d679-4d18-a896-1907e4da522e,2021,Duitama,"-73,03063","5,822964",Tundama,Sí,Colpensiones,Nueva EPS,Contributivo
Cedula de Ciudadanía,1963,Masculino,2,Si,No,Ninguno,Secundaria,"Talleres, Cursos, Clases particulares",Artista Creador,SI,1988,Artes plásticas,3e998897-bc5b-426e-9d74-67ab9934ef6f,2021,Sogamoso,"-72,924355","5,723976",Sugamuxi,No,Porvenir,Nueva EPS,Contributivo
Cedula de Ciudadanía,1999,Masculino,3,No,No,Ninguno,Secundaria,"Autodidacta, Talleres, Cursos",Artista Creador,SI,2017,Música,aea770dc-ab78-4b54-8f6d-6738a9e7f96c,2021,Tunja,"-73,355539","5,53988",Centro,Sí,Otro,Nueva EPS,Contributivo
Cedula de Ciudadanía,1998,Masculino,3,No,No,Ninguno,Secundaria,"Autodidacta, Clases particulares",Artista Creador,SI,2011,Música,38868650-90a1-4b39-955e-4802c0346677,2021,Duitama,"-73,03063","5,822964",Tundama,Sí,Colpensiones,Nueva EPS,Contributivo
Cedula de Ciudadanía,1985,Femenino,2,Si,No,Ninguno,Técnica,Cursos,Vigías,SI,2001,Gestor Cultural,f7fa2042-21d8-4481-9412-3d92102e7eab,2021,Sogamoso,"-72,924355","5,723976",Sugamuxi,Sí,Sin pensión,Nueva EPS,Contributivo
Cedula de Ciudadanía,1980,Masculino,3,Si,No,Ninguno,Universitaria,"Autodidacta, Talleres, Universidad","Locutor, diseñador, Arquitecto",NO,2005,Cinematografía,2783c524-165b-43e4-923f-079f7bbd9789,2021,Tunja,"-73,355539","5,53988",Centro,No,Porvenir,Medimás,Contributivo
Cedula de Ciudadanía,1998,Femenino,2,No,No,Ninguno,Universitaria,Universidad,Productor,SI,2020,Cinematografía,fdd693c1-8790-43f6-bef3-f0f285ccac45,2021,Chiquinquirá,"-73,818745","5,61379",Occidente,No,Colpensiones,Sanitas,Contributivo
Cedula de Ciudadanía,1982,Masculino,1,Si,No,Ninguno,Secundaria,Autodidacta,Artista Creador,SI,2009,Música,5ecb9a8c-09ce-424b-9411-639b1e8079e7,2021,Ráquira,"-73,632543","5,539136",Ricaurte,Sí,Sin pensión,Otra / No clasificada,Subsidiado
Cedula de Ciudadanía,1998,Femenino,2,No,No,Ninguno,Universitaria,"Autodidacta, Universidad",Artista Creador,SI,2018,Artes plásticas,082b7f49-7d5e-4218-92a1-b0d780f6ff2f,2021,Sogamoso,"-72,924355","5,723976",Sugamuxi,No,Sin pensión,Medimás,Contributivo
Cedula de Ciudadanía,1993,Femenino,1,Si,No,Ninguno,Especialista,Cursos,Gestor Cultural,NO,2020,Gestor Cultural,e4c14532-f1bf-4438-99d4-9e4f465ecdd0,2021,Cucaita,"-73,454338","5,544452",Centro,No,Porvenir,Sanitas,Contributivo
Cedula de Ciudadanía,1986,Masculino,2,No,No,Ninguno,Universitaria,Universidad,Artista Creador,SI,2019,Música,94bd5a53-2e23-464a-a3ff-6c454020c87e,2021,Duitama,"-73,03063","5,822964",Tundama,Sí,Otro,Otra / No clasificada,Contributivo
Cedula de Ciudadanía,1992,Masculino,2,Si,No,Ninguno,Universitaria,"Autodidacta, Cursos",Artista Creador,NO,2021,Artes plásticas,9c9e9287-b7a0-41a2-ab83-c5058800e009,2021,Tunja,"-73,355539","5,53988",Centro,No,Sin pensión,Nueva EPS,Contributivo
