Tipo de Identificación,Fecha de Nacimiento,Tipo de sexo,Estrato Social,Cabeza de Familia,Posee alguna discapacidad,Población a la que pertenece,Grado de Escolaridad,Tipo de Formación artística,Sub area,Es su principal actividad,Año de inicio de actividad,Area en la que se desempeña,id_artista,Año registro,Municipio,Longitud,Latitud,Provincia,Hace parte de alguna organización,Empresa de pensión,Eps,regimen
Cedula de Ciudadanía,1977,Femenino,2,Si,No,Ninguno,Técnica,"Autodidacta, Talleres, Cursos",Artista Formador,SI,2001,Artes plásticas,0f67661b-9503-4026-b3cb-372feeb49bdd,2023,Sogamoso,"-72,924355","5,723976",Sugamuxi,No,Colpensiones,Coosalud,Subsidiado
Cedula de Extranjería,1986,Masculino,2,Si,No,Ninguno,Técnica,"Autodidacta, Cursos",Artista Creador,NO,2021,Música,8fdfd4eb-359e-454c-a933-539feadae8ee,2023,Sogamoso,"-72,924355","5,723976",Sugamuxi,Sí,Sin pensión,Famisanar,Contributivo
Cedula de Ciudadanía,1954,Masculino,2,Si,No,Indígenas,Primaria,Autodidacta,Mayor Werjayo U´wa,SI,1972,Gestor Cultural,a9bffd83-2ae7-412a-a9ad-83a303dabde8,2023,Cubará,"-72,107939","6,997275",Cubará,Sí,Otro,Nueva EPS,Contributivo
Cedula de Ciudadanía,1973,Femenino,3,No,No,Ninguno,Especialista,Universidad,Artista Creador,SI,2000,Emprendimiento Cultural,6af0b7c0-52bb-4b68-bde0-02a111ab4e76,2024,Villa De Leyva,"-73,524948","5,632455",Ricaurte,No,Protección,Nueva EPS,Contributivo
Cedula de Ciudadanía,1972,Femenino,2,No,No,Ninguno,Secundaria,Autodidacta,Artista Creador,SI,1993,Música,250c2a3f-978f-4d9d-86ea-6d29f51dd400,2024,Sogamoso,"-72,924355","5,723976",Sugamuxi,Sí,Sin pensión,Nueva EPS,Contributivo
Cedula de Ciudadanía,2004,Masculino,2,No,No,Ninguno,Técnica,Autodidacta,Artista multicultural y emprendedor,NO,2019,Música,123a607a-505f-41c7-9269-dc250b9b8509,2024,Puerto Boyacá,"-74,587782","5,976646",Puerto Boyacá,Sí,Porvenir,Sura,Contributivo
Cedula de Ciudadanía,1998,Masculino,2,Si,No,Ninguno,Secundaria,Autodidacta,Artista Creador,SI,2020,Música,45b30a7d-406f-439d-8443-a5d72647a221,2024,Boyacá,"-73,361945","5,454578",Márquez,Sí,Sin pensión,No afiliado,Sin afiliación
Cedula de Ciudadanía,1979,Masculino,2,Si,No,Ninguno,Tecnológica,"Talleres, Cursos, Clases particulares",Artista creador y formador.,SI,1990,Música,d3111048-234a-4cf9-a0c1-6de9a565ae54,2024,Puerto Boyacá,"-74,587782","5,976646",Puerto Boyacá,No,Porvenir,Nueva EPS,Contributivo
Cedula de Ciudadanía,2000,Masculino,1,No,No,Afrocolombianos,Secundaria,Autodidacta,Artista Creador,SI,2024,Música,3539c13f-97d8-4880-a75b-ad733fbd0248,2024,Boyacá,"-73,361945","5,454578",Márquez,Sí,Sin pensión,Otra / No clasificada,Contributivo
Cedula de Ciudadanía,1993,Masculino,2,Si,No,Ninguno,Secundaria,Autodidacta,Artista Creador,SI,2014,Música,be5c9c14-e96f-4301-9035-92188adf6609,2024,Puerto Boyacá,"-74,587782","5,976646",Puerto Boyacá,Sí,Porvenir,Cajacopi,Contributivo
Cedula de Ciudadanía,1996,Masculino,1,No,No,Ninguno,Técnica,Talleres,Interprete,SI,2020,Música,b28a2132-209e-4153-8214-306f640ed1db,2024,Boyacá,"-73,361945","5,454578",Márquez,Sí,Sin pensión,Nueva EPS,Contributivo
Cedula de Ciudadanía,2003,Masculino,1,Si,No,Ninguno,Secundaria,Autodidacta,Artista Creador,SI,2001,Música,8400dbda-b5fb-464b-bbaf-5a1fd87ca599,2024,Boyacá,"-73,361945","5,454578",Márquez,Sí,Porvenir,Nueva EPS,Contributivo
Cedula de Ciudadanía,1999,Masculino,1,No,No,Afrocolombianos,Técnica,"Talleres, Cursos, Clases particulares",Artista Creador,SI,2015,Danza,4ec823a6-f322-4458-8f37-c8a54d381820,2024,Puerto Boyacá,"-74,587782","5,976646",Puerto Boyacá,Sí,Porvenir,Sura,Contributivo
Cedula de Ciudadanía,1991,Masculino,2,Si,No,Ninguno,Tecnológica,"Talleres, Clases particulares",Gestor Cultural,NO,2006,Danza,26c01ace-2c25-46c3-aebc-f9f2679f1630,2024,Puerto Boyacá,"-74,587782","5,976646",Puerto Boyacá,Sí,Porvenir,Famisanar,Contributivo
Cedula de Ciudadanía,2003,Femenino,2,No,No,Ninguno,Universitaria,Talleres,Bailarín,SI,2011,Danza,f259d9c3-21b3-4198-a9ec-92809855ad6c,2024,Puerto Boyacá,"-74,587782","5,976646",Puerto Boyacá,Sí,Porvenir,Nueva EPS,Contributivo
Cedula de Ciudadanía,1989,Masculino,2,Si,No,Afrocolombianos,Universitaria,"Autodidacta, Talleres",Bailarín,NO,2006,Danza,92c60747-28da-47a0-8421-dcac7c6c3e6f,2024,Puerto Boyacá,"-74,587782","5,976646",Puerto Boyacá,Sí,Porvenir,Nueva EPS,Contributivo
Tarjeta de identidad,2007,Masculino,2,No,No,Ninguno,Secundaria,Clases particulares,Bailarín,SI,2024,Danza,79076350-4136-4c62-be8e-dee480a1d8eb,2024,Boyacá,"-73,361945","5,454578",Márquez,Sí,Sin pensión,Nueva EPS,Contributivo
Cedula de Ciudadanía,2000,Masculino,2,No,No,Ninguno,Secundaria,Cursos,Bailarín,SI,2017,Danza,6e13218b-88f2-449b-a32b-645f15ce4668,2024,Boyacá,"-73,361945","5,454578",Márquez,Sí,Sin pensión,Famisanar,Contributivo
Cedula de Ciudadanía,2002,Masculino,1,No,No,Ninguno,Tecnológica,Talleres,Bailarín,NO,2013,Danza,0e6f8bf4-3892-44e0-b2ff-8e5c4deae8ea,2024,Puerto Boyacá,"-74,587782","5,976646",Puerto Boyacá,Sí,Porvenir,Nueva EPS,Contributivo
Cedula de Ciudadanía,1985,Masculino,2,Si,No,Afrocolombianos,Universitaria,Autodidacta,Artista Formador,SI,2004,Danza,0f258bd7-7181-49dd-ae20-a1ffd40616a9,2024,Puerto Boyacá,"-74,587782","5,976646",Puerto Boyacá,Sí,Porvenir,Nueva EPS,Contributivo
Cedula de Ciudadanía,2005,Femenino,2,No,No,Afrocolombianos,Técnica,Clases particulares,Bailarín,SI,2014,Danza,838023f0-21c4-4bc2-9465-4074e80d795d,2024,Puerto Boyacá,"-74,587782","5,976646",Puerto Boyacá,Sí,Colpensiones,Famisanar,Contributivo
Cedula de Ciudadanía,2004,Femenino,2,No,No,Ninguno,Secundaria,Cursos,Bailarín,SI,2009,Danza,505fb368-cee2-4466-bc43-ec63a13ceff9,2024,Boyacá,"-73,361945","5,454578",Márquez,Sí,Sin pensión,Famisanar,Contributivo
Cedula de Ciudadanía,2005,Femenino,2,No,No,Ninguno,Universitaria,Clases particulares,Bailarín,NO,2023,Danza,d577f3b2-412e-48af-bf3c-024f748072bc,2024,Puerto Boyacá,"-74,587782","5,976646",Puerto Boyacá,Sí,Otro,Famisanar,Contributivo
Tarjeta de identidad,2009,Femenino,3,No,No,Ninguno,Secundaria,Talleres,Bailarín,SI,2016,Danza,e682a8f3-7b9e-4514-a09c-7fa6a7cc97b7,2024,Puerto Boyacá,"-74,587782","5,976646",Puerto Boyacá,Sí,Sin pensión,Nueva EPS,Contributivo
Cedula de Ciudadanía,2003,Masculino,1,No,No,Mestizos,Técnica,Cursos,Bailarín,SI,2018,Danza,fae68568-5a26-42ae-abb0-e10370b11864,2024,Puerto Boyacá,"-74,587782","5,976646",Puerto Boyacá,Sí,Sin pensión,Régimen Especial - Magisterio,Contributivo
Cedula de Ciudadanía,2005,Femenino,1,No,No,Mestizos,Secundaria,Cursos,Bailarín,SI,2018,Danza,c997a96c-43f5-497b-91cb-a53b3c432ef2,2024,Puerto Boyacá,"-74,587782","5,976646",Puerto Boyacá,Sí,Sin pensión,Nueva EPS,Contributivo
Tarjeta de identidad,2011,Masculino,1,No,No,Afrocolombianos,Secundaria,Talleres,Bailarín,NO,2019,Danza,78281b76-c835-495b-82ed-c41a8eae9f1c,2024,Puerto Boyacá,"-74,587782","5,976646",Puerto Boyacá,Sí,Porvenir,Nueva EPS,Contributivo
Tarjeta de identidad,2008,Masculino,3,No,No,Ninguno,Secundaria,Clases particulares,Bailarín,NO,2017,Danza,ee4eaeda-88c1-4852-9be1-f5f5b1e3c67c,2024,Puerto Boyacá,"-74,587782","5,976646",Puerto Boyacá,Sí,Sin pensión,Nueva EPS,Contributivo
Cedula de Ciudadanía,2003,Femenino,2,No,No,Ninguno,Universitaria,Clases particulares,Bailarín,NO,2008,Danza,4fe71d57-9be6-4dcc-9e80-396d7d0793e1,2024,Puerto Boyacá,"-74,587782","5,976646",Puerto Boyacá,Sí,Sin pensión,Nueva EPS,Contributivo
Tarjeta de identidad,2009,Femenino,3,No,No,Ninguno,Secundaria,Clases particulares,Bailarín,SI,2021,Danza,45fca66c-8fc3-470d-af2c-80cd7818be6f,2024,Boyacá,"-73,361945","5,454578",Márquez,No,Sin pensión,Nueva EPS,Contributivo
Cedula de Ciudadanía,1996,Masculino,2,No,Sí,Ninguno,Secundaria,Talleres,Bailarín,SI,2018,Danza,31c7605a-e891-4a4d-8cba-a46d36c06d93,2024,Puerto Boyacá,"-74,587782","5,976646",Puerto Boyacá,Sí,Sin pensión,Nueva EPS,Contributivo
Cedula de Ciudadanía,1998,Femenino,2,No,No,Ninguno,Técnica,Talleres,Gestor Cultural,SI,2005,Danza,1b31efbd-9859-4903-998e-e78ee3a38e17,2024,Boyacá,"-73,361945","5,454578",Márquez,Sí,Sin pensión,Cajacopi,Contributivo
Cedula de Ciudadanía,2002,Masculino,3,No,No,Ninguno,Tecnológica,"Autodidacta, Talleres, Cursos, Clases particulares, Universidad",Empresario de Marketing,NO,2018,Cinematografía,23528545-d520-4cfa-b9ce-1d8b2c6a0de7,2024,Puerto Boyacá,"-74,587782","5,976646",Puerto Boyacá,Sí,Sin pensión,Otra / No clasificada,Contributivo
Tarjeta de identidad,2010,Femenino,3,No,No,Ninguno,Secundaria,Cursos,Bailarín,SI,2019,Danza,7df64424-5e33-44e2-af8e-772d1572cf65,2024,Boyacá,"-73,361945","5,454578",Márquez,Sí,Sin pensión,Sura,Contributivo
Cedula de Ciudadanía,2001,Masculino,1,No,No,Afrocolombianos,Tecnológica,Talleres,Bailarín,SI,2018,Danza,9fc2cd94-d431-464b-a7c5-20c71cb32741,2024,Boyacá,"-73,361945","5,454578",Márquez,Sí,Porvenir,Nueva EPS,Contributivo
Cedula de Ciudadanía,1980,Masculino,3,Si,No,Ninguno,Especialista,Autodidacta,Acompañante artista,NO,2024,Otro,797c8b24-1550-46eb-921e-30ca6587cde2,2024,Puerto Boyacá,"-74,587782","5,976646",Puerto Boyacá,Sí,Protección,Salud Total,Contributivo
Cedula de Ciudadanía,1989,Masculino,2,Si,No,Afrocolombianos,Secundaria,Clases particulares,Bailarín,NO,2001,Danza,1499239e-c2e9-4479-9455-38504975cf21,2024,Boyacá,"-73,361945","5,454578",Márquez,Sí,Porvenir,Nueva EPS,Contributivo
Tarjeta de identidad,2009,Femenino,3,No,No,Ninguno,Secundaria,Cursos,Bailarín,NO,2022,Danza,3632a657-4a27-4e74-895b-4dce7ea5c6aa,2024,Puerto Boyacá,"-74,587782","5,976646",Puerto Boyacá,No,Sin pensión,Famisanar,Contributivo
Tarjeta de identidad,2008,Masculino,1,No,No,Afrocolombianos,Secundaria,Autodidacta,Bailarín,SI,2016,Danza,703d8c08-0774-47b0-af39-341868415336,2024,Boyacá,"-73,361945","5,454578",Márquez,Sí,Sin pensión,Nueva EPS,Contributivo
Tarjeta de identidad,2008,Femenino,1,No,No,Ninguno,Secundaria,Talleres,Bailarín,SI,2021,Danza,882b0be1-aaab-4f09-bec9-97a49ca73b7c,2024,Puerto Boyacá,"-74,587782","5,976646",Puerto Boyacá,Sí,Sin pensión,Famisanar,Contributivo
Tarjeta de identidad,2010,Masculino,2,No,No,Ninguno,Secundaria,Autodidacta,Bailarín,SI,2014,Danza,7b18b309-5efd-41cd-b4b0-c80fb7b1b4be,2024,Boyacá,"-73,361945","5,454578",Márquez,Sí,Sin pensión,Nueva EPS,Contributivo
Tarjeta de identidad,2007,Femenino,1,No,No,Ninguno,Secundaria,Autodidacta,Bailarín,NO,2019,Música,29113537-544e-4ae2-971e-d119019cb095,2024,Puerto Boyacá,"-74,587782","5,976646",Puerto Boyacá,Sí,Sin pensión,Famisanar,Contributivo
Tarjeta de identidad,2010,Femenino,2,No,No,Ninguno,Secundaria,Clases particulares,Bailarín,NO,2015,Danza,696f4bbb-7efd-429f-bb73-81e70751d1cc,2024,Puerto Boyacá,"-74,587782","5,976646",Puerto Boyacá,Sí,Sin pensión,Otra / No clasificada,Contributivo
Tarjeta de identidad,2010,Femenino,3,No,No,Ninguno,Secundaria,"Talleres, Clases particulares",Bailarín,SI,2017,Danza,08a1724c-3e0d-415b-9602-78e9d553fad2,2024,Boyacá,"-73,361945","5,454578",Márquez,Sí,Sin pensión,Nueva EPS,Contributivo
Tarjeta de identidad,2008,Masculino,1,No,No,Ninguno,Técnica,Clases particulares,Bailarín,SI,2022,Danza,59e135b5-e096-4458-bf48-0565cae3020e,2024,Boyacá,"-73,361945","5,454578",Márquez,Sí,Otro,Famisanar,Contributivo
Tarjeta de identidad,2009,Masculino,4,No,No,Ninguno,Secundaria,Clases particulares,Bailarín,NO,2013,Danza,a0545e81-1b04-4026-b7f0-8e8317c43aef,2024,Puerto Boyacá,"-74,587782","5,976646",Puerto Boyacá,Sí,Sin pensión,Salud Total,Contributivo
Tarjeta de identidad,2010,Femenino,2,No,No,Afrocolombianos,Secundaria,"Talleres, Clases particulares",Bailarín,SI,2019,Danza,b8ad12e1-9113-462f-9e2b-6c7f2b95a600,2024,Puerto Boyacá,"-74,587782","5,976646",Puerto Boyacá,Sí,Sin pensión,Nueva EPS,Contributivo
Tarjeta de identidad,2009,Femenino,2,No,No,Afrocolombianos,Secundaria,Autodidacta,Bailarín,SI,2014,Danza,4f709729-1ec0-4c3b-a58d-03147286cd62,2024,Boyacá,"-73,361945","5,454578",Márquez,Sí,Sin pensión,Famisanar,Contributivo
Tarjeta de identidad,2009,Femenino,1,Si,No,Ninguno,Secundaria,Autodidacta,Bailarín,SI,2015,Danza,2e6fbc2a-529a-404b-92a7-e9d2b199b6b0,2024,Boyacá,"-73,361945","5,454578",Márquez,Sí,Sin pensión,Famisanar,Contributivo
Cedula de Ciudadanía,1996,Femenino,2,No,No,Ninguno,Magister,"Autodidacta, Talleres",Bailarín,NO,2011,Danza,bb6415f0-b8b1-4f3b-8fec-0a868fc92604,2024,Puerto Boyacá,"-74,587782","5,976646",Puerto Boyacá,Sí,Fomag,Otra / No clasificada,Contributivo
Cedula de Ciudadanía,1980,Femenino,2,Si,No,Ninguno,Magister,"Autodidacta, Talleres, Cursos, Clases particulares, Universidad",Gestor Cultural,SI,1998,Gestor Cultural,49640c28-f824-47d9-9ffe-6561dffd4f86,2024,Socotá,"-72,636653","6,041162",Valderrama,Sí,Colpensiones,Nueva EPS,Contributivo
Cedula de Ciudadanía,1980,Femenino,2,No,No,Ninguno,Tecnológica,"Talleres, Cursos, Clases particulares, Universidad",Artista Formador,SI,2001,Danza,ae2b5d18-8aca-4f3e-9b54-184ebbf635ab,2024,Tasco,"-72,781011","5,909821",Valderrama,Sí,Porvenir,Nueva EPS,Contributivo
Cedula de Ciudadanía,2000,Masculino,1,Si,No,Afrocolombianos,Universitaria,Autodidacta,Artista Creador,SI,2014,Música,04216e8c-9781-4d42-bf86-8b44e95ec53b,2024,Puerto Boyacá,"-74,587782","5,976646",Puerto Boyacá,Sí,Otro,Nueva EPS,Contributivo
Cedula de Ciudadanía,1997,Masculino,2,Si,No,Ninguno,Técnica,"Cursos, Clases particulares",Artista Creador,NO,2012,Música,735d773c-5484-48d6-b48c-7c2838a9887a,2024,Puerto Boyacá,"-74,587782","5,976646",Puerto Boyacá,Sí,Porvenir,Nueva EPS,Contributivo
Cedula de Ciudadanía,1991,Masculino,1,Si,Sí,Mestizos,Secundaria,Autodidacta,Artista Creador,SI,2000,Música,be065389-0237-4fc4-96e1-d6e7db041434,2024,Puerto Boyacá,"-74,587782","5,976646",Puerto Boyacá,No,Sin pensión,Nueva EPS,Contributivo
Cedula de Ciudadanía,1982,Masculino,2,Si,No,Ninguno,Universitaria,Universidad,Realizador Audiovisual,SI,2008,Cinematografía,2de7d685-23e5-4ecf-9814-e24891e2590d,2024,Puerto Boyacá,"-74,587782","5,976646",Puerto Boyacá,No,Porvenir,Famisanar,Contributivo
Cedula de Ciudadanía,1963,Masculino,4,Si,No,Ninguno,Magister,Autodidacta,ESCRITOR,NO,2003,Literatura,54a1321f-297d-4c52-b857-989d846cfc52,2024,Socotá,"-72,636653","6,041162",Valderrama,No,Colpensiones,Compensar,Contributivo
Cedula de Ciudadanía,1977,Masculino,3,Si,No,Etnias,Magister,Universidad,Gestor Cultural,SI,2004,Gestor Cultural,e62ae14a-4b9d-4409-8c79-86bc72e07052,2024,Paipa,"-73,11782","5,779894",Tundama,Sí,Protección,Sanitas,Contributivo
Cedula de Ciudadanía,1980,Masculino,2,No,No,Ninguno,Universitaria,"Talleres, Universidad",Gestor Cultural,SI,2000,Gestor Cultural,82b29005-0296-4090-8827-e2a2d15a7711,2024,Sogamoso,"-72,924355","5,723976",Sugamuxi,Sí,Positiva,Nueva EPS,Contributivo
Cedula de Ciudadanía,1979,Masculino,3,Si,No,Ninguno,Magister,"Autodidacta, Talleres",Artista Creador,NO,1997,Narración Oral,44688a04-9ca8-4aca-ad80-02aaf98dbf2d,2024,Sogamoso,"-72,924355","5,723976",Sugamuxi,Sí,Colpensiones,Nueva EPS,Contributivo
Cedula de Ciudadanía,1993,Masculino,3,No,No,Ninguno,Especialista,"Autodidacta, Talleres",Artista Creador,NO,2015,Literatura,0ddc3c5c-7037-4a2f-875b-a6c212fd7aa2,2024,Tunja,"-73,355539","5,53988",Centro,No,Colpensiones,Sanitas,Contributivo
Cedula de Ciudadanía,1995,Femenino,2,Si,No,Ninguno,Universitaria,"Autodidacta, Talleres, Cursos",Formadora,SI,2009,Teatro,f2e290af-9601-4b86-a1f8-f65c8b13ee4d,2024,Tunja,"-73,355539","5,53988",Centro,Sí,Porvenir,Sura,Contributivo
Cedula de Ciudadanía,1975,Masculino,3,No,No,Mestizos,Universitaria,Universidad,Empresario Cultural,SI,2013,Cinematografía,acc090cc-b397-4e63-9ce9-eb7885969a82,2024,Tunja,"-73,355539","5,53988",Centro,Sí,Porvenir,Compensar,Contributivo
Cedula de Ciudadanía,1962,Masculino,2,Si,No,Ninguno,Universitaria,Universidad,Artista Formador,NO,1998,Teatro,062e3403-4265-4f4f-8dc3-37a6543658c0,2024,Paipa,"-73,11782","5,779894",Tundama,No,Porvenir,Famisanar,Contributivo
Cedula de Ciudadanía,1987,Masculino,3,No,No,Mestizos,Universitaria,Universidad,Gestor Cultural,SI,2010,Artes plásticas,891d870e-c1cb-47a1-b760-c4bfd3838e17,2024,Puerto Boyacá,"-74,587782","5,976646",Puerto Boyacá,Sí,Colpensiones,Nueva EPS,Contributivo
Cedula de Ciudadanía,1976,Femenino,2,Si,Sí,Ninguno,Especialista,"Autodidacta, Talleres, Cursos, Clases particulares",Artista Creador,SI,2015,Literatura,d6fdfc87-1862-4897-abe4-12979c9e76e4,2024,Tunja,"-73,355539","5,53988",Centro,No,Colpensiones,Nueva EPS,Contributivo
Cedula de Ciudadanía,1980,Femenino,3,Si,No,Ninguno,Universitaria,Universidad,Productor,NO,2014,Cinematografía,d6676773-9836-4605-90d1-88b6dbeea9f8,2024,Tunja,"-73,355539","5,53988",Centro,No,Porvenir,Compensar,Contributivo
Cedula de Ciudadanía,1969,Masculino,2,Si,No,Ninguno,Magister,Universidad,Artista Creador,SI,1997,Artes plásticas,48d47e75-a635-42ec-a7d5-656c58bf0ee7,2024,Duitama,"-73,03063","5,822964",Tundama,Sí,Colpensiones,Sanitas,Contributivo
Cedula de Ciudadanía,1983,Masculino,2,No,No,Ninguno,Universitaria,Autodidacta,Artista Creador,NO,2005,Artesanías,71f98a64-ef83-4a69-bc72-29051ea54c84,2024,Sogamoso,"-72,924355","5,723976",Sugamuxi,Sí,Otro,Sanitas,Contributivo
Cedula de Ciudadanía,1976,Femenino,2,Si,No,Mestizos,Técnica,"Autodidacta, Talleres, Cursos, Clases particulares",Emprendedor,SI,2001,Artes plásticas,a0ab3929-96b7-4d00-9096-0616856f31a5,2024,Santa Rosa De Viterbo,"-72,982461","5,874547",Tundama,No,Sin pensión,Sanitas,Contributivo
Cedula de Ciudadanía,1956,Masculino,3,Si,No,Ninguno,Universitaria,"Autodidacta, Talleres, Cursos",Artista Creador,SI,1965,Artes plásticas,419ccea2-1cf3-4aac-9ecd-25264e46dd08,2024,Sogamoso,"-72,924355","5,723976",Sugamuxi,No,Otro,Nueva EPS,Contributivo
Cedula de Ciudadanía,1960,Femenino,3,No,No,Ninguno,Universitaria,Universidad,Gestor Cultural,SI,1999,Gestor Cultural,a714d54e-09a9-4156-9a5b-9e63d8a799a7,2024,Sogamoso,"-72,924355","5,723976",Sugamuxi,Sí,Sin pensión,Sanitas,Contributivo
Cedula de Ciudadanía,1992,Femenino,2,No,No,Ninguno,Especialista,"Autodidacta, Talleres, Cursos",Artista creadora y gestora cultural,NO,2015,Artes plásticas,1767338a-d954-49fc-b6d1-123411c4d611,2024,Boyacá,"-73,361945","5,454578",Márquez,Sí,Porvenir,Coosalud,Contributivo
Cedula de Ciudadanía,1964,Femenino,3,Si,No,Ninguno,Técnica,"Autodidacta, Talleres, Cursos, Clases particulares",Artista Formador,SI,1985,Teatro,b17c5266-3f07-4c39-bb43-59cb8488d1f7,2024,Tunja,"-73,355539","5,53988",Centro,Sí,Sin pensión,Compensar,Subsidiado
Cedula de Ciudadanía,1977,Masculino,3,Si,No,Mestizos,Magister,"Autodidacta, Talleres, Cursos, Universidad",Emprendedor,SI,1993,Teatro,e0165063-ffa1-4484-88aa-6fe56f3ba145,2024,Tunja,"-73,355539","5,53988",Centro,Sí,Porvenir,Sanitas,Contributivo
Cedula de Ciudadanía,1991,Masculino,3,No,No,Ninguno,Universitaria,"Autodidacta, Talleres",Artista Creador,NO,2019,Artes plásticas,8b34a668-4eb4-4f6b-9f42-a2ab80401458,2024,Tunja,"-73,355539","5,53988",Centro,Sí,Porvenir,Nueva EPS,Contributivo
Cedula de Ciudadanía,1993,Masculino,3,No,No,Ninguno,Técnica,"Autodidacta, Talleres, Cursos, Universidad",Artista Creador,NO,2015,Artes plásticas,6e771861-b949-484d-a06d-3b6c084c3e1b,2024,Tunja,"-73,355539","5,53988",Centro,Sí,Sin pensión,Sanitas,Contributivo
Cedula de Ciudadanía,1972,Masculino,3,No,No,Ninguno,Universitaria,Universidad,Artista Creador,SI,2000,Artes plásticas,baf0bec1-4bb7-49bb-82ef-0265946adebc,2024,Duitama,"-73,03063","5,822964",Tundama,No,Positiva,Nueva EPS,Contributivo
Cedula de Ciudadanía,1984,Masculino,3,Si,No,Ninguno,Universitaria,"Autodidacta, Talleres",Artista Creador,SI,2000,Narración Oral,dddb6822-8507-4db9-95c1-94eebf495614,2024,Villa De Leyva,"-73,524948","5,632455",Ricaurte,Sí,Protección,Famisanar,Contributivo
Cedula de Ciudadanía,2024,Femenino,1,No,No,Ninguno,Universitaria,Universidad,Vigías,NO,2022,Sabores y Saberes,50594fdd-9eba-4af3-8729-04eccfe2b66f,2024,Otanche,"-74,180965","5,657536",Occidente,No,Porvenir,Otra / No clasificada,Contributivo
Cedula de Ciudadanía,1975,Femenino,1,No,No,Ninguno,Primaria,Autodidacta,Gestor Cultural,NO,2022,Sabores y Saberes,27079f8b-20a7-4e2f-87c7-79a866a7cd6a,2024,Saboyá,"-73,764456","5,697756",Occidente,No,BEPS,Nueva EPS,Contributivo
Cedula de Ciudadanía,1995,Masculino,2,Si,No,Ninguno,Magister,"Autodidacta, Talleres, Cursos, Clases particulares, Universidad",Actor,SI,2014,Teatro,bab8609b-3faa-4a9d-a840-222d86c47110,2024,Tunja,"-73,355539","5,53988",Centro,Sí,Porvenir,Cajacopi,Contributivo
Cedula de Ciudadanía,1998,Masculino,1,No,No,Ninguno,Secundaria,"Autodidacta, Talleres, Cursos, Clases particulares, Universidad",Artista Creador,SI,2013,Música,bb3984dd-a0c9-4dd7-ab94-3ca6d0d81af2,2024,Duitama,"-73,03063","5,822964",Tundama,Sí,Sin pensión,Nueva EPS,Contributivo
Cedula de Ciudadanía,1995,Masculino,3,No,No,Ninguno,Secundaria,Universidad,Interprete,SI,2017,Música,2f88eacf-a6fa-430f-9ff9-fee3c93c44ee,2024,Tunja,"-73,355539","5,53988",Centro,Sí,Sin pensión,Nueva EPS,Contributivo
Cedula de Ciudadanía,1997,Masculino,2,Si,No,Mestizos,Tecnológica,"Autodidacta, Talleres, Cursos, Clases particulares",Productor,SI,2020,Gestor Cultural,b34c8c04-42a5-43f8-a61b-f25b288c20aa,2024,Tunja,"-73,355539","5,53988",Centro,Sí,Colpensiones,Famisanar,Contributivo
Cedula de Ciudadanía,1968,Masculino,3,Si,No,Mestizos,Universitaria,Universidad,Artista Formador,SI,1991,Música,dbb94c36-e18a-428f-a903-d67166f67925,2024,Tunja,"-73,355539","5,53988",Centro,No,Colfondos,Compensar,Contributivo
Cedula de Ciudadanía,1995,Masculino,3,No,No,Ninguno,Universitaria,Autodidacta,Artista Creador,SI,2013,Teatro,70d3414f-1e01-4016-80c0-757854ea114c,2024,Tunja,"-73,355539","5,53988",Centro,Sí,Colpensiones,Nueva EPS,Contributivo
Cedula de Ciudadanía,1996,Masculino,2,Si,No,Ninguno,Especialista,"Autodidacta, Talleres, Cursos, Clases particulares, Universidad",Artista Formador,SI,2019,Música,03798e47-fbab-46ed-be64-eda4adf15c95,2024,Tunja,"-73,355539","5,53988",Centro,Sí,Porvenir,Nueva EPS,Contributivo
Cedula de Ciudadanía,2002,Femenino,1,No,No,Ninguno,Técnica,"Autodidacta, Talleres, Cursos, Clases particulares",Bailarín,NO,2017,Danza,17221305-4de4-4444-aa71-75e4bb223b66,2024,Santa Rosa De Viterbo,"-72,982461","5,874547",Tundama,No,Sin pensión,Nueva EPS,Contributivo
Cedula de Ciudadanía,1996,Masculino,2,No,No,Ninguno,Secundaria,Autodidacta,Artista Creador,SI,2012,Circo,70eef600-5d21-4107-a473-15f29a50b023,2024,Santa Rosa De Viterbo,"-72,982461","5,874547",Tundama,No,Otro,Otra / No clasificada,Subsidiado
Cedula de Ciudadanía,1969,Femenino,3,No,No,Ninguno,Tecnológica,Cursos,Gestor Cultural,NO,2010,Gestor Cultural,a4cd4ad4-338d-4e5c-8571-3661951ea9d7,2024,Tunja,"-73,355539","5,53988",Centro,No,Colpensiones,Sanitas,Contributivo
Cedula de Ciudadanía,1982,Femenino,3,No,No,Ninguno,Especialista,"Autodidacta, Talleres, Cursos, Clases particulares, Universidad","BAILARINA, FORMADORA, INVESTIGADORA, GESTORA CULTURAL Y EMPRENDEDORA",SI,2004,Danza,8c7094ad-8e5f-4a1e-9bc9-9dd43893000a,2024,Tunja,"-73,355539","5,53988",Centro,Sí,Colpensiones,Famisanar,Contributivo
Cedula de Ciudadanía,2000,Femenino,3,No,No,Ninguno,Universitaria,Cursos,Gestor Cultural,NO,2020,Gestor Cultural,317b5774-aa69-43a7-a410-15cdecf495ae,2024,Tunja,"-73,355539","5,53988",Centro,No,Sin pensión,Sanitas,Contributivo
